country,ISO3 Alpha-code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Maldives,MDV,412.508,464.914,534.906,560.243,646.388,737.78,835.636,769.824,897.934,987.814,1091.55,1184.664,1343.012,1479.446,1591.14,1903.127,2107.605,2553.949,2658.803,2842.658,2967.253,2780.451,2952.215,3690.792,4238.041,3960.43,5268.793,6128.48,7337.951,7450.805,8086.697,8078.305,8719.582,9766.235,10787.471,11781.029,12348.712,13201.445,14476.589,15148.804,9888.651,11899.087,13550.911
Mali,MLI,286.454,234.094,202.848,191.946,187.734,185.325,252.941,290.159,287.28,345.974,388.428,388.675,390.518,379.876,283.343,357.517,356.398,326.082,329.648,332.428,278.381,316.848,346.478,405.693,454.971,505.371,540.589,617.829,720.606,724.186,733.666,863.348,802.465,828.742,873.507,773.946,804.082,854.975,922.549,905.821,889.788,966.141,1019.316
Malta,MLT,3811.847,3691.859,3467.399,3262.692,3114.332,3126.09,3953.405,4898.042,5522.986,5728.285,6811.662,7215.068,7945.163,7009.556,7684.416,8978.862,9107.638,9147.98,9621.951,9983.877,10482,10447.791,11346.456,13730.313,15260.887,15930.142,16818.012,19696.182,22378.184,21223.678,21842.065,23222.385,22674.787,24972.679,27080.097,25228.175,25960.312,29340.934,32237.262,31865.843,28955.293,31996.534,34554.04
Marshall Islands,MHL,881,981,1057,1207,1246,1155,1405,1508,1619,1604,1674,1717,1861,2005,2156,2378,2177,2257.329,2276.743,2269.421,2237.183,2416.081,2651.491,2619.045,2625.82,2668.167,2749.066,2864.642,2894.225,2864.633,3030.394,3239.108,3383.558,3451.206,3388.375,3406.479,3720.619,3898.576,4061.676,4292.884,4412.992,4338.173,4525.644
Mauritania,MRT,975,915,806,796,673,614,702,775,793,788,898.741,1002.023,1026.904,852.513,872.712,912.587,904.326,854.319,812.206,773.412,673.361,641.849,634.588,711.709,796.923,963.498,1357.425,1425.466,1647.288,1475.591,1715.923,2012.828,1946.079,2072.492,1826.78,1668.065,1690.813,1758.55,1851.725,1943.797,1955.501,2161.279,2154.149
Mauritius,MUS,1268.107,1186.583,1124.4,1179.733,1080.41,1085.141,1454.116,1827.431,2104.548,2146.046,2555.86,2781.631,3091.412,3148.796,3446.307,3902.222,3993.479,3703.632,3701.865,3859.149,4102.593,4026.943,4196.429,5005.417,5626.004,5516.198,5695.975,6574.664,8030.052,7318.126,8000.376,9197.043,9291.236,9637.016,10151.727,9258.563,9681.416,10485.014,11205.901,11088.782,8618.602,8681.608,9437.502
Mexico,MEX,3383.685,4238.762,3002.229,2390.4,2755.013,2859.223,1937.362,2080.398,2493.816,2979.921,3450.198,4059.987,4624.006,5636.355,5841.023,3920.738,4405.105,5283.079,5477.928,6157.249,7166.141,7558.975,7607.443,7088.462,7501.914,8303.985,9102.514,9680.432,10053.737,8029.296,9299.455,10232.411,10271.406,10758.984,10967.113,9657.118,8788.588,9342.92,9753.667,10028.874,8403.602,9967.388,10541.438
"Micronesia, Fed. States of",FSM,933,1075,1088,1106,1079,1262,1353,1380,1492,1536,1639,1780,1865,1988,2015,2094.48,2060.874,1944.21,2054.62,2061.643,2179.424,2257.322,2277.946,2311.653,2268.897,2370.444,2413.778,2457.377,2531.364,2711.063,2887.354,3021.694,3170.962,3068.371,3082.895,3050.723,3197.214,3522.106,3854.141,3952.282,3892.269,3855.223,3973.254
Moldova,MDA,911,911,911,911,911,911,911,911,911,911,911,775,290.058,373.927,389.592,485.354,572.302,653.525,575.974,398.41,448.062,505.784,569.109,680.272,894.061,1031.422,1179.323,1526.379,2102.942,1890.647,2428.106,2930.062,3031.129,3307.351,3314.553,2715.782,2857.879,3478.523,4196.159,4464.117,4522.595,4791.625,5240.23
Monaco,MCO,3833.17977,3736.90823,3563.350684,3422.983189,3381.59952,3359.112872,3697.645633,4219.256179,4575.116224,4717.503541,5361.90776,5424.291964,5651.334102,5463.77573,5799.485158,6526.192684,6752.286944,6635.88151,6554.658908,6731.78849,6836.055158,6757.021148,7105.017847,8240.286291,9378.864153,10243.47153,11091.15706,12609.75132,13793.70065,12243.72349,13042.85937,14558.35739,14443.44201,14820.53212,14924.38666,13276.79571,13301.65389,14069.55549,14971.81152,14787.77617,13660.00586,15307.00016,16349.13741
Mongolia,MNG,402,464,521,558,597,634,688,710,752,794,1506.243,1548.554,844.161,411.791,489.98,756.761,692.473,598.398,562.12,520.775,553.097,610.325,662.699,747.092,919.767,989.177,1321.606,1616.138,2109.269,1687.55,2602.373,3702.359,4281.33,4293.834,4081.015,3842.536,3576.817,3595.38,4056.729,4245.462,3916.086,4185.536,4564.45
Montenegro,MNE,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,2849,2400,1325,1364,1958,1410,1369,1394,1361,1596.628,1893.716,2081.045,2745.758,3379.643,3679.829,4429.802,5984.454,7396.665,6746.378,6694.168,7327.253,6590.58,7189.048,7389.894,6517.42,7031.531,7800.27,8854.776,8911.273,7702.604,8837.578,9712.507
Morocco,MAR,1132.089,895.782,881.181,778.036,695.127,685.329,884.05,952.577,1102.828,1109.286,1248.809,1310.61,1343.358,1239.049,1369.643,1479.276,1612.853,1442.425,1519.174,1492.184,1373.92,1376.532,1453.941,1768.603,1999.125,2063.312,2242.729,2549.881,2946.926,2922.586,2896.564,3111.538,2979.738,3200.479,3259.721,2964.961,2995.677,3147.101,3353.1,3368.386,3187.63,3470.795,3617.254
Mozambique,MOZ,396.816,300.914,300.392,263.659,270.38,353.788,413.827,187.301,164.966,171.727,271.733,272.614,191.23,189.937,187.082,187.295,241.649,283.513,313.064,346.574,319.358,296.268,302.546,326.075,383.27,416.811,435.334,482.198,563.649,520.403,471.904,594.586,657.645,664.078,673.969,589.86,428.927,461.415,503.302,506.817,448.844,492.273,506.47
Myanmar,MMR,171,168,168,170,171,172,127,123,111,118,124,125,139,149,161,174,186,197,116.223,143.154,169.697,154.588,148.549,189.041,227.347,254.757,283.701,370.544,525.195,632.23,774.72,1088.75,1182.147,1210.221,1244.184,1223.742,1163.794,1177.083,1271.677,1302.277,1527.434,1246.318,1170.091
Namibia,NAM,2500,2220,1994,2061,1674,1338,1460,1784,1873,2027.87,2109.532,2034.92,2070.995,1922.824,2100.279,2197.585,2126.349,2143.726,1837.305,1874.47,2139.706,1939.787,1811.249,2607.864,3440.966,3708.785,4007.733,4378.564,4198.55,4340.183,5410.977,5870.933,6038.862,5540.619,5555.93,5020.473,4611.508,5438.761,5665.86,5109.122,4276.276,4693.455,4853.261
Nauru,NRU,5597,5882,5501,5185,5007,4043,3990,4337,4923,5090,5377,4869,4469,3787,3720,3496,3364,3075,2387,2447,2163,1894,1892,2387,3174.961,3167.648,3200.72,2470.84,3965.355,4587.75,4748.078,6529.397,9382.641,9103.519,8865.599,6994.054,7674.477,8152.257,9398.51,9365.095,8866.874,10138.196,10361.197
Nepal,NPL,150.674,172.192,170.029,181.747,187.859,190.716,202.94,205.932,237.472,234.553,235.483,251.038,222.006,232.005,235.992,249.856,251.546,267.454,260.462,262.752,273.639,276.596,276.295,288.424,327.131,363.231,396.623,447.379,537.813,546.64,677.187,803.716,804.141,823.321,844.495,901.75,899.524,1048.454,1178.526,1200.965,1178.33,1172.638,1226.011
Netherlands,NLD,13750.491,11429.727,11013.574,10682.307,9904.974,10008.042,13875.191,16895.4,17956.109,17597.26,21581.579,22057.794,24191.955,23356.332,24935.531,29350.802,29084.068,26808.388,28018.706,28393.845,26327.867,26996.172,29401.976,35814.268,40477.3,42054.884,44936.006,51880.384,58015.396,52807.447,51165.823,54342.114,50175.559,52276.986,53026.478,45302.804,46165.177,48799.874,53224.694,52672.504,52456.094,57714.876,61159.435
New Caledonia,NCL,3833.17977,3736.90823,3563.350684,3422.983189,3381.59952,3359.112872,3697.645633,4219.256179,4575.116224,4717.503541,5361.90776,5424.291964,5651.334102,5463.77573,5799.485158,6526.192684,6752.286944,6635.88151,6554.658908,6731.78849,6836.055158,6757.021148,7105.017847,8240.286291,9378.864153,10243.47153,11091.15706,12609.75132,13793.70065,12243.72349,13042.85937,14558.35739,14443.44201,14820.53212,14924.38666,13276.79571,13301.65389,14069.55549,14971.81152,14787.77617,13660.00586,15307.00016,16349.13741
New Zealand,NZL,7246.92,7503.123,7370.59,7064.343,6960.705,6943.519,8373.548,11189.539,13643.701,13099.977,13439.745,12426.123,11754.866,12536.066,14607.506,16938.022,18504.234,18214.214,14885.532,15340.083,14028.141,13667.832,15701.88,20480.425,24840.184,27378.695,26221.935,31909.42,31759.187,28283.685,33379.61,38062.95,39683.428,42089.463,44282.106,38200.039,39426.719,42334.698,42839.818,42210.227,41164.576,48348.994,51706.9
Nicaragua,NIC,836,937,960,1016,1010,975,962,958,849,849,861,865,898,937,854,935.34,947.14,940.143,973.071,999.413,1030.74,1054.66,1011.904,1010.231,1077.784,1152.801,1224.724,1326.658,1498.88,1444.941,1506.073,1629.968,1734.794,1790.431,1916.77,2036.931,2099.585,2156.145,2016.16,1934.143,1942.64,2047.097,2109.298
Niger,NER,609.433,510.028,458.113,395.659,310.002,295.81,378.695,430.394,426.027,394.734,435.341,394.9,393.718,343.177,211.016,241.954,243.965,224.475,250.234,231.66,197.275,207.769,227.424,267.409,285.388,320.923,335.334,389.256,477.27,462.267,476.062,511.488,528.918,551.554,562.885,484.171,497.882,517.771,572.564,553.905,568.488,622.23,661.763
Nigeria,NGA,2693,2424,2321,2278,2204,2131,1050,631,738,650,652.915,615.663,521.905,553.126,760.992,1224.938,1560.382,1655.818,1802.587,481.951,554.64,583.187,730.836,780.399,963.236,1221.651,1563.031,1791.823,2197.776,1927.476,2328.425,2543.504,2756.41,2998.068,3222.691,2718.586,2176.001,1968.563,2153.094,2229.854,2083.162,2272.844,2562.185
North Macedonia ,MKD,1459,1459,1459,1459,1459,1459,1459,1459,1459,1459,1459,1466,1263.863,1383.543,1824.418,2387.158,2348.109,1980.429,1888.755,1931.989,1878.237,1839.616,1974.061,2440.813,2796.622,3071.897,3359.608,4076.296,4838.148,4579.092,4576.228,5097.26,4728.373,5239.649,5498.612,4860.422,5152.966,5462.379,6111.186,6044.439,5939.413,6711.734,7203.979
Northern Mariana Islands,MNP,3833.17977,3736.90823,3563.350684,3422.983189,3381.59952,3359.112872,3697.645633,4219.256179,4575.116224,4717.503541,5361.90776,5424.291964,5651.334102,5463.77573,5799.485158,6526.192684,6752.286944,6635.88151,6554.658908,6731.78849,6836.055158,6757.021148,7105.017847,8240.286291,9378.864153,10243.47153,11091.15706,12609.75132,13793.70065,12243.72349,13042.85937,14558.35739,14443.44201,14820.53212,14924.38666,13276.79571,13301.65389,14069.55549,14971.81152,14787.77617,13660.00586,15307.00016,16349.13741
Norway,NOR,15746.262,15484.681,15196.29,14906.174,14968.787,15728.224,18853.07,22445.038,24143.118,24245.447,28187.181,28514.498,30432.89,27880.632,29236.375,34790.001,37225.29,36561.409,34717.064,36278.339,38047.948,38494.685,42997.959,50046.34,57512.221,66687.757,73970.24,84915.639,96563.223,79746.888,87356.193,100197.171,101129.905,102576.68,96657.575,74115.155,70223.817,75306.667,82082.117,75700.221,67326.071,82244.232,84119.215
Oman,OMN,4674.114,5251.746,5510.962,5363.892,5517.394,6129.204,4548.852,4488.916,4362.946,4605.009,6340.52,5937.75,6292.658,6102.666,6116.027,6355.283,6864.964,6965.197,6037.746,6605.919,8120.715,7961.211,8108.723,8565.258,9635.825,11873.176,13938.207,15436.806,21866.269,16784.913,19027.779,20641.47,21149.647,20435.846,20308.462,16570.735,14834.587,15482.125,17338.964,16529.391,14255.089,17632.651,18226.549
Pakistan,PAK,384.902,442.247,469.517,426.125,450.053,438.018,436.749,444.693,499.054,507.269,494.774,549.918,564.456,582.256,572.263,652.368,664.776,639.935,622.117,575.697,579.17,553.176,546.605,612.898,705.39,772.293,883.483,963.509,1030.764,993.725,1029.165,1216.748,1247.102,1263.594,1310.165,1422.923,1436.368,1544.17,1557.888,1352.723,1254.864,1254.864,1254.864
Palau,PLW,2104,2282,2455,2631,2916,3241,3616,4044,4526,5057,5633,5992,6242,5588,6060,6729,7455,7616,7721,7329,7862.501,8099.777,8388.523,7874.34,8386.409,9297.556,9649.44,10017.029,10281.347,9822.352,9986.289,10788.492,12058.413,12865.525,13993.291,16408.156,16776.843,16028.194,16328.652,15725.084,14731.695,11835.178,13602.815
Panama,PAN,2071.041,2288.369,2469.136,2477.122,2527.53,2614.785,2658.349,2613.099,2211.665,2171.726,2312.985,2489.709,2770.951,2963.32,3095.157,3099.915,3580.929,3791.269,4027.322,4136.061,4111.712,4094.966,4172.689,4312.62,4638.716,4965.212,5401.562,6127.034,7110.228,7532.399,8039.764,9314.687,10674.487,11841.893,12756.952,13606.597,14344.087,15178.301,15612.325,15830.98,12373.045,13861.061,14643.874
Papua New Guinea,PNG,1380.844,1319.408,1223.39,1194.658,1079.594,975.967,1039.809,1159.833,1565.167,1455.035,1265.882,1444.104,1546.581,1713.713,1834.984,1581.631,1639.773,1527.441,1138.365,1013.232,1007.517,862.099,814.701,995.275,1111.943,1269.526,1411.902,1576.159,1883.527,1833.09,2132.185,2552.043,2865.783,2800.173,2992.711,2742.919,2567.582,2755.488,2861.448,2886.589,2651.089,2951.977,3093.662
Paraguay,PRY,1299.661,1608.463,1636.527,1762.992,1390.886,1154.145,1335.761,1084.695,1392.417,977.835,1185.277,1585.242,1592.055,1580.207,1681.396,1897.134,2008.188,2003.578,1824.648,1706.395,1675.793,1577.681,1312.083,1377.521,1693.886,1857.78,2285.125,2988.684,4054.044,3623.931,4329.69,5301.834,5153.417,5892.846,6065.282,5360.077,5265.061,5608.156,5703.324,5299.667,4918.229,5028.217,5258.689
Peru,PER,1164.828,1373.068,1332.455,1011.725,1018.785,861.599,1263.729,2040.65,1579.545,1908.456,1301.465,1530.736,1562.58,1487.861,1839.228,2147.428,2193.686,2272.351,2141.114,1903.93,1940.238,1935.546,2017.765,2159.744,2408.091,2669.214,3106.719,3587.798,4225.855,4171.73,5051.219,5727.14,6399.339,6631.027,6564.462,6139.231,6169.392,6728.074,7007.275,6961.696,6134.217,6676.517,6781.115
Philippines,PHL,774.484,829.816,843.471,735.714,678.342,645.597,615.047,666.915,744.307,816.961,828.821,830.407,946.762,949.733,1094.543,1237.311,1316.406,1279.835,988.487,1112.353,1087.287,1003.957,1050.297,1062.619,1137.068,1261.267,1470.825,1764.683,2011.633,1923.674,2237.157,2473.249,2721.252,2903.189,2995.504,3039.234,3107.646,3153.314,3279.519,3511.868,3322.512,3492.072,3621.212
Poland,POL,1595.047,1497.841,1803.464,2056.958,2042.04,1899.817,1965.541,1691.129,1819.392,1772.091,1629.047,2105.486,2315.647,2351.742,2692.704,3612.264,4066.179,4075.977,4459.097,4348.147,4485.064,4987.859,5205.517,5699.557,6684.675,8023.921,9031.797,11252.863,13999.496,11532.283,12619.616,13879.525,13096.89,13688.355,14272.29,12563.614,12438.523,13868.906,15468.264,15726.878,15699.296,17318.497,19055.723
Portugal,PRT,3338.764,3296.654,3095.096,2838.655,2596.075,2716.645,3774.582,4724.451,5532.62,5977.577,7957.244,9026.301,10863.487,9547.643,9977.615,11787.315,12187.582,11594.755,12216.689,12487.712,11531.467,11734.878,12927.584,15793.852,18055.893,18790.561,19840.474,22813.667,24946.256,23126.175,22539.038,23213.126,20576.825,21653.505,22109.318,19252.015,19986.362,21482.834,23573.287,23333.317,22148.801,24457.144,26404.136
Puerto Rico,PRI,4507.15,4940.784,5146.929,5257.186,5777.438,6058.641,6495.499,6987.398,7579.339,8094.29,8675.576,9093.48,9687.443,10255.532,10942.949,11667.589,12305.024,12968.394,14430.159,15293.182,16192.127,18243.709,18972.77,19820.208,20988.989,21959.317,22935.951,23664.874,24898.335,25768.726,26435.742,27278.853,27944.742,28513.15,28981.343,29755.35,30585.55,31347.273,32789.063,32785.938,32645.395,34143.272,35106.435
Qatar,QAT,27242.483,27819.566,22657.373,18003.756,17496.536,15495.701,11644.458,11773.23,10853.896,11039.938,13150.172,11500.519,13038.976,11797.162,12009.396,13689.653,15143.479,18841.6,15421.783,19689.651,30461.311,28600.029,30701.131,35919.758,42548.115,54357.783,60591.776,65934.266,72484.634,53822.909,69796.138,96827.857,101933.117,99180.39,93054.141,66346.911,57965.377,59127.513,66421.693,62817.059,54184.966,61790.572,64768.005
Romania,ROU,2052.081,2450.352,2441.211,2125.157,1710.302,2101.997,2264.368,2517.949,2593.057,2314.744,1641.855,1241.063,847.68,1147.325,1317.048,1563.117,1565.472,1571.689,1885.349,1600.881,1661.714,1802.675,2113.596,2672.811,3483.726,4604.45,5740.402,8262.407,10385.848,8517.598,8194.719,9075.961,8491.033,9530.441,10021.543,8942.2,9520.439,10776.672,12361.143,12861.283,12867.64,14863.887,16293.051
Russian Federation,RUS,7084.753,7084.753,7084.753,7084.753,7084.753,7084.753,7084.753,7084.753,7084.753,7084.753,7084.753,5784.551,482.767,1322.006,1979.411,2264.343,2787.022,2935.03,1949.801,1427.307,1901.956,2255.253,2552.788,3197.573,4403.962,5708.838,7426.005,9761.368,12464.244,9156.97,11431.148,14306.432,15287.967,15928.699,14007.509,9257.935,8723.523,10723.996,11261.71,11516.604,10115.35,11273.242,11664.617
Rwanda,RWA,292.782,320.559,329.641,339.297,317.361,364.611,399.283,428.416,442.811,447.143,417.717,298.957,317.043,325.858,223.451,245.276,268.93,345.662,338.306,284.166,266.055,248.99,242.079,257.475,277.634,334.407,368.508,442.135,545.188,584.677,612.052,674.655,728.668,730.465,748.525,755.951,755.737,784.138,796.811,835.187,815.824,802.264,832.569
Samoa,WSM,720,673,686,629,611,532,560,618,734,675,688,681,712,709,1174,1151,1287,1394,1533.119,1469.927,1462.992,1501.909,1620.79,1953.981,2327.801,2660.17,2759.755,3117.255,3596.531,3302.757,3617.358,4044.809,4014.463,4007.887,3937.707,4073.682,4109.085,4259.621,4266.499,4291.25,4090.055,3906.413,4019.183
San Marino,SMR,15724,13993,13705,14045,13726,14017,19632,24438,26746,27533,34580,35971,37538,32821,35097,39410,44808,41797,44357,46423,41604,43270,46091,58041,59293.605,61193.013,64494.91,72991.531,79110.201,67011.543,60426.235,57512.891,50336.185,51986.532,51234.869,43068.693,44308.666,45887.687,49477.281,48367.995,46282.468,50934.189,53800.03
Sao Tome and Principe,STP,775.709,931.011,876.128,800.45,812.985,837.601,1142.825,1111.67,922.926,892.384,1050.252,920.765,788.501,1033.02,1058.931,820.593,1050.097,700.969,541.273,568.499,550.516,505.213,552.891,647.954,692.685,809.407,839.546,885.101,1125.875,1098.369,1128.309,1302.775,1380.112,1619.708,1826.92,1623.805,1737.727,1842.326,1988.722,2021.926,2189.676,2392.893,2523.794
Saudi Arabia,SAU,17655.087,18832.078,14912.688,11972.195,10558.736,8732.759,6955.067,6524.173,6398.832,6583.297,7734.968,8280.174,8077.748,7685.993,7626.361,7893.412,8527.67,8706.346,7525.302,8092.705,9256.515,8778.41,8822.493,9800.521,11467.103,14068.215,15603.985,16666.601,20157.29,16094.686,19163.342,23654.859,25208.174,24892.984,24929.318,21063.315,20288.897,21113.962,23538.94,23173.841,19995.704,23762.42,24224.377
Senegal,SEN,767.972,677.895,645.372,559.501,529.936,563.251,773.09,902.228,865.668,828.149,936.148,894.485,930.568,852.61,560.956,693.418,706.864,642.569,686.369,689.683,614.004,648.446,680.83,831.623,931.745,993.237,1027.786,1197.551,1403.795,1307.516,1272.622,1366.534,1318.614,1372.686,1397.017,1219.373,1269.553,1361.221,1458.73,1430.209,1474.018,1602.898,1699.4
Serbia,SRB,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,5121,4860,3568,2538,2656,2861,2986,2927.951,2302.29,1508.722,1239.745,1642.08,2158.378,2838.501,3317.624,3697.899,4401.87,5882.939,7092.355,6172.494,5677.545,6814.65,6016.788,6757.467,6603.499,5588.98,5765.204,6292.547,7252.404,7391.841,7645.791,8793.836,9560.924
Seychelles,SYC,2329.353,2403.455,2293.938,2280.452,2338.076,2588.553,3165.945,3638.988,4128.118,4407.201,5302.844,5314.655,6128.346,6559.088,6555.429,6748.825,6583.091,7280.929,7715.784,7747.491,7578.829,7663.083,8431.923,8524.935,10176.659,11093.314,12014.418,12155.702,11480.433,9707.265,10805.099,11647.017,11999.897,14762.223,14701.368,14786.118,15199.206,16180.944,16143.366,16389.253,11701.892,13140.368,17706.042
Sierra Leone,SLE,479.601,501.744,552.581,469.374,539.979,450.535,330.043,281.362,451.564,405.247,219.455,261.748,228.231,259.186,308.752,295.71,318.646,286.074,223.939,218.906,205.251,228.033,251.704,265.323,264.775,285.106,323.259,360.425,409.443,391.213,401.835,448.324,566.37,716.148,713.53,592.903,525.948,495.812,533.972,527.171,526.723,541.063,551.691
Singapore,SGP,5004.992,5672.105,6000.032,6717.837,7160.262,6788.387,6870.769,7794.688,9328.951,10725.743,12763.342,14501.96,16136.244,18290.132,21552.408,24914.851,26232.869,26375.868,21829.278,21796.642,23852.834,21699.748,22159.833,23730.379,27608.075,29961.308,33768.446,39432.895,40008.577,38926.813,47236.672,53891.462,55547.546,56967.426,57564.802,55645.607,56846.272,61175.437,66675.772,65641.309,59794.596,66263.418,69129.035
Sint Maarten (Dutch part),SXM,3833.17977,3736.90823,3563.350684,3422.983189,3381.59952,3359.112872,3697.645633,4219.256179,4575.116224,4717.503541,5361.90776,5424.291964,5651.334102,5463.77573,5799.485158,6526.192684,6752.286944,6635.88151,6554.658908,6731.78849,6836.055158,6757.021148,7105.017847,8240.286291,9378.864153,10243.47153,11091.15706,12609.75132,13793.70065,12243.72349,13042.85937,14558.35739,14443.44201,14820.53212,14924.38666,13276.79571,13301.65389,14069.55549,14971.81152,14787.77617,13660.00586,15307.00016,16349.13741
Slovak Republic,SVK,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,2218,2402,2571.858,2950.872,3711.964,4004.797,4076.496,4236.587,3869.052,3839.791,3982.442,4626.832,6341.548,8040.066,9141.837,10700.341,14374.845,18074.643,16591.518,16783.991,18402.634,17502.513,18274.09,18713.36,16326.59,16529.162,17553.885,19395.849,19288.568,19144.915,21383.286,23323.326
Slovenia,SVN,9029,9029,9029,9029,9029,9029,9029,9029,9029,9029,9029,6578,9639.353,8357.938,8468.242,10748.462,10810.791,10470.497,11168.219,11509.456,10259.439,10502.321,11804.818,14873.628,17254.827,18152.062,19723.859,23912.494,27744.28,24854.16,23570.184,25156.069,22674.365,23516.591,24263.895,20898.86,21681.281,23511.316,26217.34,26039.096,25548.766,28939.271,31025.508
Solomon Islands,SLB,793.126,812.613,782.732,711.899,691.205,611.271,529.413,540.763,598.343,570.057,689.006,709.335,815.269,885.84,1153.332,1306.619,1381.745,1385.672,1171.2,1215.243,1017.406,965.95,795.547,788.627,867.004,1014.727,1119.606,1260.254,1389.07,1428.612,1604.149,1938.79,2141.921,2248.693,2278.422,2174.312,2229.571,2291.676,2398.812,2356.619,2281.348,2356.505,2514.939
Somalia,SOM,94,107,116,108,117,133,133,149,151,155,157,97,93,159,179,177,194,222,279,266,278,171,156,189,241,273,275,279,285,215,112,109,301.676,316.021,312.727,310.457,312.857,326.515,327.321,346.156,331.637,350.361,369.62
South Africa,ZAF,2886,2892,2585,2809,2425,1808,2019,2593,2729,2780,3172,3323,3518,3716.196,3786.214,4145.209,3869.699,3937.655,3508.142,3423.597,3382.066,2964.028,2791.181,4209.22,5415.092,6033.215,6276.172,6776.462,6355.879,6552.264,8130.194,8799.477,8207.06,7458.038,6984.926,6256.666,5750.785,6678.291,6984.474,6598.879,5624.5,6861.166,7081.872
"South Sudan, Republic of",SSD,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1644.739,1041.463,1337.232,1334.089,1245.684,286.208,277.692,359.062,343.006,322.201,230.132,313.592
Spain,ESP,6128.024,5381.909,5171.535,4501.838,4471.654,4694.759,6477.301,8187.29,9598.667,10566.133,13693.638,14697.501,16013.155,13409.697,13419.62,15475.607,16095.75,14782.949,15457.11,15814.188,14761.108,15400.911,17097.916,21501.074,24932.129,26438.031,28414.133,32588.562,35484.39,32131.382,30566.877,31676.69,28344.776,29084.958,29524.755,25764.215,26535.546,28196.759,30423.167,29576.25,27179.446,30536.858,33171.165
Sri Lanka,LKA,323.039,331.643,353.59,377.293,437.552,428.611,454.825,468.952,485.277,482.238,546.464,591.178,630.112,666.574,761.606,802.204,873.9,971.235,992.717,992.283,1030.756,984.014,1027.092,1124.828,1218.727,1429.454,1642.829,1865.875,2332.255,2391.695,2799.963,3199.475,3347.887,3607.152,3817.133,3841.519,3885.761,4076.747,4057.326,3851.666,3681.549,3665.765,3760.379
Saint Kitts and Nevis,KNA,1338.747,1609.725,1847.251,1829.835,2144.801,2406.13,2851.256,3289.063,3926.955,4392.77,4969.878,4912.915,5386.942,5806.085,6407.518,6819.77,7195.174,8010.438,8260.891,8670.829,9279.584,9962.552,10304.318,9922.475,10566.955,11256.635,13095.2,13845.794,15451.231,15215.837,15136.905,16076.845,15710.513,16464.037,17753.633,17654.127,18397.052,19144.1,19269.742,20602.48,17173.238,16917.159,18728.918
Saint Lucia,LCA,1461.568,1645.688,1532.03,1627.3,2046.656,2279.211,2683.653,2921.986,3295.014,3668.487,4321.313,4511.868,4878.46,4922.705,5029.435,5271.835,5363.891,5385.615,5773.042,5998.05,5978.703,5651.874,5655.31,6147.526,6567.457,6910.814,7622.377,7936.976,8441.834,8508.3,8968.072,9424.945,9495.187,9756.132,10172.807,10386.815,10610.407,11262.038,11556.673,11782.752,8934.701,9419.272,10905.013
St. Martin (French part),MAF,3833.17977,3736.90823,3563.350684,3422.983189,3381.59952,3359.112872,3697.645633,4219.256179,4575.116224,4717.503541,5361.90776,5424.291964,5651.334102,5463.77573,5799.485158,6526.192684,6752.286944,6635.88151,6554.658908,6731.78849,6836.055158,6757.021148,7105.017847,8240.286291,9378.864153,10243.47153,11091.15706,12609.75132,13793.70065,12243.72349,13042.85937,14558.35739,14443.44201,14820.53212,14924.38666,13276.79571,13301.65389,14069.55549,14971.81152,14787.77617,13660.00586,15307.00016,16349.13741
Saint Vincent and the Grenadines,VCT,836.558,1028.215,1136.549,1212.183,1329.021,1423.414,1561.269,1693.044,1923.872,2047.701,2274.433,2392.789,2610.539,2689.601,2719.63,2969.98,3116.202,3270.014,3513.872,3675.547,3728.566,4047.328,4327.57,4494.109,4847.164,5091.601,5623.32,6272.401,6366.705,6172.786,6224.215,6171.48,6318.54,6569.788,6622.444,6867.521,7033.491,7187.494,7353.638,7470.714,7304.344,6952.242,7720.924
Sudan,SDN,486.908,339.389,239.807,318.513,375.019,253.184,328.588,516.781,404.705,696.391,87.197,95.292,113.476,186.506,205.922,239.507,292.909,350.723,366.582,352.442,422.316,492.676,554.652,635.575,772.939,996.677,1249.767,1599.596,1700.513,1401.244,1637.419,2034.461,1396.292,1462.582,1628.497,1679.074,1638.514,1172.969,796.298,776.549,775.635,789.448,809.088
Suriname,SUR,3002,3353,3445,3315,3221,3221,3238,3497,4059,1889,1413.616,1535.96,1406.579,1093.085,1213.311,2270.813,2790.049,2945.34,3495.323,2837.245,2904.549,2464.817,3075.376,3571.556,4057.746,4800.797,5577.122,6165.518,7316.459,7917.317,8806.017,8770.289,9844.747,10013.725,10042.68,9036.347,5761.783,6156.461,6772.07,6662.874,4786.833,4620.395,4759.46
